star_name,right_ascension,declination,distance,temperature,luminosity,spectral_type
Star-59,117.11891907477516,13.585352017658213,575.0705216222227,37687.57997203941,58197.18199429968,O
Star-60,139.92382428821352,-20.129413282826057,362.5357586388678,6891.537392480944,26899.41354416932,G
Star-61,97.68565143860253,25.791879319623572,986.6500963050499,31348.149144920244,79755.93030780875,F
Star-62,298.34550329469454,-7.514479711527007,609.7170711633182,14531.408155022085,31036.264856161484,B
Star-63,128.43119760969213,8.21102207686829,244.85452381863453,21296.893859972897,45522.06938616521,O
Star-64,101.13642348745708,79.46366557977453,110.7646478941997,16568.605628222893,1162.1528287560727,K
Star-65,195.37058993696945,-20.501525195860633,161.33054779248872,19716.61767385261,7244.781534767108,A
Star-66,50.73272099091455,83.01430148830455,253.49815110066305,36795.15754365954,39249.416391312836,M
Star-67,288.79091307145427,72.96311555209147,169.07455952696012,16964.720634289228,47993.935477828876,M
Star-68,26.838231724717495,-54.75759573792664,194.7013538107927,29621.018093954168,60002.094809875554,F
Star-69,355.2792971761862,-77.51496584247022,292.2442170069086,25374.368903357685,29166.32870467245,B
Star-70,278.0081169467967,-71.8599597520632,181.63985934180727,34192.544772044464,69498.21911446564,M
Star-71,71.53764535230206,-86.72007138272104,897.797770380161,47030.997748263624,86012.25370668073,G
Star-72,1.9879621644968637,-73.0002670639329,89.43140820502579,37430.88856888176,77985.12090423609,M
Star-73,293.5661142437403,32.94121921494423,529.2662756745522,13102.197793765568,3961.9785729531795,M
Star-74,254.46864378514215,-77.18604327715879,416.2928587197649,4465.607347880379,48050.746675088165,M
Star-75,262.4425804947554,-32.58438654712297,982.5548307395203,15326.41008209178,10493.107348799644,O
Star-76,277.6573248069405,62.07755597450182,120.91851314637182,30968.662742911976,24204.577381751158,B
Star-77,26.65607462427253,-85.81105156755135,403.8770430552842,5417.013233759766,98666.26066045531,G
Star-78,129.04766227593814,56.60432686600844,969.7757289426152,26329.213618458107,14249.640040597033,B
Star-79,41.7128614290467,-39.266140540788015,866.8520546350404,31051.613899093794,49888.86545632026,F
Star-80,310.71723331521366,-68.73033102810187,818.9013502397871,18709.462868397157,61815.61161623847,F
Star-81,224.38732565792085,35.412689765547114,265.32379877449046,39232.87357605363,70246.52680791334,F
Star-82,119.1232889469537,23.20971242037912,179.17871151616515,8010.117897287275,55964.91238382306,K
Star-83,22.88100610296851,67.94496243486954,671.9567877251867,6531.475741583012,977.183764833624,M
Star-84,111.9536358176384,42.31278788469944,930.0822292363099,37224.87154156936,32646.19817826836,K
Star-85,117.06599592962894,54.62656746927274,561.1952640837904,26288.091861691326,51771.2125673068,O
Star-86,262.6582242017031,-39.23377693716483,575.8965625752008,35354.912632103595,8786.74112783342,F
Star-87,229.5206896878767,-58.06088211964989,287.1793027236813,23436.884914376074,35062.75805822495,G
Star-88,319.39658732747756,45.1106552953545,771.7980038600175,14580.89556223802,3320.407558825777,B
Star-89,169.99737305830175,55.23025306810752,195.17331107194815,41497.80893068739,7857.9418576523585,M
Star-90,43.053928537788615,88.2909255601212,330.4424440402012,40572.54631154203,39692.38792783199,A
Star-91,256.7681234002782,-15.728818155943234,431.1820742302526,35650.73413015806,13271.66213273063,G
Star-92,273.88261750208306,-23.03674455729903,512.5342748976104,15790.821449808247,56754.128072070984,M
Star-93,202.05979112501865,49.75433293355943,249.98563509092943,30740.841342847092,68946.52796722966,K
Star-94,277.54818478364194,-28.65536275445679,123.68845649181151,19965.773156181258,80058.68985223837,K
Star-95,177.76641469118067,77.53631860864165,614.5138420172162,7304.357446351805,20015.104409456584,G
Star-96,188.18381857751785,64.51429533174212,295.7442477078532,46113.73804672541,16748.341477648748,K
Star-97,153.91476660907787,-12.781075072496698,585.4258392083862,9430.475653191186,10456.873576655991,F
Star-98,9.150885627874267,45.156792202469525,162.81908812146028,47661.15562957771,63643.06131133871,O
Star-99,38.8409137175896,45.817717335242826,486.3287008362693,23962.27132902392,70647.60200111747,B
Star-100,11.31450684722433,-71.43770360953214,537.26353822607,11701.247655415124,3158.711323949721,O
Star-101,229.10774805496095,72.459523202322,61.30530145420264,28469.344526782832,93621.23100314435,M
Star-102,113.1681531874776,0.9454270406142862,343.23823541198135,44028.45428619119,5197.223168018875,B
Star-103,183.085448819293,58.76234389939349,143.0705301695845,37414.56966124938,54129.67940047351,B
Star-104,326.72393061339346,-32.391071814489884,72.74122076804007,40908.37394948814,70906.0810390397,O
Star-105,89.74520249359497,71.19418112931609,990.0606300660457,33962.81823540371,87096.92527769618,G
Star-106,147.73785229282672,-19.943697827850638,329.13030652497577,35536.998532339065,71408.72180454957,B
Star-107,271.99840987549754,-88.0492227335463,811.7757013960885,42912.195623570005,80172.82813417086,O
Star-108,82.36733957698408,72.96875575546746,262.09424821612623,14734.39641638174,33945.08530926135,B
Star-109,27.712767538365476,-73.56839817849595,684.68769500169,26002.9732912276,81482.52989213985,A
Star-110,104.31052304895648,-32.52354523372532,762.6255812907897,13396.843765521304,8011.5766269828755,G
Star-111,58.039663411441595,81.01115406914488,599.6823532017659,49420.39637584241,89481.67612438714,F
Star-112,334.69115484332633,81.1092864487601,476.8604266646568,47370.788965270825,54759.28285613601,B
Star-113,290.9233366431901,13.2188198621915,417.7225050057958,4853.060134319777,81729.79526647237,A
Star-114,228.02535234375244,23.730698190563867,355.3795838775653,36162.03310823736,45231.88322000156,F
Star-115,313.72581246757835,-9.279806043902441,930.2338528053476,46486.67091853629,64357.80516188297,F
Star-116,289.32194768368123,-37.22206109434838,832.3132137098519,11487.041220984676,52640.313453345225,M
Star-117,67.1652211989729,-30.840381833415126,965.3766415598475,29693.425835973583,73158.97901658101,B
Star-118,321.321239456392,31.053322093866914,133.05425125068928,46027.94998663797,8163.090040060754,O
Star-119,194.16320708963426,45.42741529878241,733.5588004516078,4595.460993532545,6035.302363847981,B
Star-120,290.6784558590625,52.48422787065274,938.9570522528275,35778.752560601475,24710.398690691243,A
Star-121,322.59286797245755,52.1312657030197,189.42073550400355,16975.403346509887,15954.552056850822,F
Star-122,114.481250989871,-73.58290145123573,75.83130469310971,46446.62118269693,87178.3694808635,B
Star-123,39.618692829963635,-1.0043451535353354,743.7094427971584,48639.73752277229,21921.476814405694,O
Star-124,82.056658515099,-79.63942319700404,578.7283820481127,47380.524988331395,97586.52799538754,M
Star-125,153.75880390545228,8.915198818272396,843.4104889906894,25288.0681829008,33689.6454875315,B
Star-126,294.48531573209755,-10.524509752792138,148.3746528600266,43516.00459649773,18211.87335707836,G
Star-127,309.86300997228363,69.78675289649395,797.3146387412913,42693.82173114831,78969.8717443972,M
Star-128,2.502766991228653,-26.835297740625837,209.6110468472671,17997.722242433014,65870.81167931006,O
Star-129,183.86902892792367,-68.92793704303095,172.01938343704745,41959.02728508184,49819.62182574225,A
Star-130,150.26796113356045,-64.26149723048954,172.62313995168302,4739.358831628153,55536.399557408025,F
Star-131,79.95881176946288,47.071913709145,816.4289730290683,31024.684288656492,71920.20590704856,B
Star-132,43.15153224012581,21.27925139692699,668.5452484892381,13810.415352522043,22845.551287655737,O
Star-133,121.54146170530606,-71.79791829789775,527.8347705214281,8666.643631532104,99633.39197228258,M
Star-134,339.4474934085069,-74.86077489930047,365.24217928226744,6616.80047657283,97479.31873536209,G
Star-135,116.35305552747188,36.1744436626416,878.4285354049772,35725.57246627257,65032.60360212505,O
Star-136,186.76462382761179,-76.90265885444516,398.52065634840903,18974.123297099108,19954.325138669417,K
Star-137,253.08682520226404,57.93481067226412,818.4334450768613,37064.03826185179,68022.85622030488,G
Star-138,130.90665685654582,37.123600888169314,444.74355948451625,6071.7480175502915,7219.933678076686,M
Star-139,349.84154977954586,-75.35721948445804,383.1749851306585,17818.645878038686,3065.3471553303857,A
Star-140,346.48102617916004,-74.72921146466545,468.0529878129104,28356.090741640848,25768.363082832515,F
Star-141,90.6416264971311,87.59512413021159,308.36409542250067,40163.988747431285,46262.34941163595,M
Star-142,179.00946212125876,-22.631256763898342,750.1332863744886,17981.367637807285,86827.26371358751,A
Star-143,108.31619153403707,-23.284413527959636,507.6931861915544,32416.894692539427,72716.93425972381,B
Star-144,102.54257797588834,56.30392210635046,239.89056819534912,44640.9541671008,74270.67784934599,O
Star-145,13.279301047631806,80.50474392909457,900.5788275418228,31945.569844568316,42549.39089547409,K
Star-146,219.44316023276286,87.48019148811676,390.0523091594793,13949.095313420787,34593.56466119704,G
Star-147,180.96444836239013,45.608073346609494,548.1173325028487,4146.836733157287,37103.93919458397,G
Star-148,18.532350449996166,-22.273274604435162,907.4073898549015,43894.6470733437,98764.9576086494,O
Star-149,100.31272712518012,-74.96987099423963,627.9956159548522,3999.6623099681956,4011.015130329107,K
Star-150,326.97571894799535,49.886444866938625,125.72906030128043,44110.97861615737,86703.16290909523,O
Star-151,86.24228064011007,10.512764952444908,940.4338023773404,27860.045299278965,57867.58298969848,B
Star-152,52.16215395284031,-13.640038335544268,631.4309725407037,47136.18183010612,43861.598057417126,A
Star-153,176.20299369992267,73.14378931705248,341.5565585105153,40542.81208136227,72525.7935157476,M
Star-154,354.83416347981625,-69.98445318489276,147.87935193675338,49902.90319506686,48666.94547557614,G
Star-155,87.13989774414014,-1.327481227645353,796.0849373775931,19483.455326230378,87342.33646584224,B
Star-156,241.96879706611628,-87.95634394186457,623.8720283692284,39057.849579762966,90070.19633093945,A
Star-157,274.1830615183383,-5.641084441057272,538.1264810565583,21890.75293963438,42172.150515252855,B
Star-158,85.54951583726388,-79.86541037726927,894.9536572204481,25554.154154283715,27682.852040725433,K
Star-159,262.15788550026946,-68.61277507174705,790.7112391122854,32492.756771263394,59235.07362430336,G
Star-160,132.40192777893117,-68.84527558012113,160.15813093542366,44062.82436675792,91236.34332533453,M
Star-161,227.6300990136886,26.857854380891443,318.6048471175927,49251.923052366874,21066.297834347755,O
Star-162,228.0706958739221,44.28807826777619,256.0042484163211,39108.85045163235,62296.696059689915,O
Star-163,192.87888626691304,15.006377717488732,746.5068296469502,22635.038761864686,63156.05885323004,A
Star-164,32.50431721958699,83.19105872541755,43.197110388421585,22803.7791070223,73311.32893022585,M
Star-165,300.7088984121257,-22.52329568573327,574.1907880226033,37666.3681746779,13156.855355957467,F
Star-166,115.4808233898249,-38.57182446926507,764.8340988832837,14222.52585111021,71582.52488571238,K
Star-167,67.14666374394753,66.34784307410285,877.997980394132,8192.283317175548,90903.26116331203,A
Star-168,14.67905095971501,-49.752749066498524,348.6609312287484,19667.241409116497,17968.392918713307,F
Star-169,212.72145954776704,83.38005709931004,823.0447316252927,16500.23260774184,23754.40873805527,B
Star-170,243.92317026322166,-87.81219455583306,119.52541958565516,16926.481661431535,97139.51226465455,K
Star-171,5.971618414028215,84.57818880737503,847.987768817173,13979.564299345768,18097.777173253704,B
Star-172,184.35350098774114,-82.2312158488963,136.21377570866258,4978.379912909008,85438.52389844858,M
Star-173,81.53847907125767,70.40576046565279,403.3144176547636,3840.074932470449,49227.83641701783,G
Star-174,232.26220454740195,4.986199635533975,799.3224121217581,49422.95231759348,24723.182717210264,K
Star-175,62.771914441796916,88.73366330147405,158.41825307528603,23105.33728558553,87075.003052261,F
Star-176,248.73758571688774,-76.7166183476282,236.95888128031507,21063.35241650504,44530.580969741044,G
Star-177,139.22472466819346,9.69377119223774,725.0300427091356,34943.422286574285,51481.78391123362,O
Star-178,337.22279594522445,84.47445641143781,722.8361711806136,13257.932729658016,35923.401016639626,F
Star-179,49.507539892557574,4.157611950626787,644.7361565564444,47648.17564566059,59295.125848407595,A
Star-180,122.78388637809306,23.291754864347254,697.008960022429,39958.21567753095,16352.470906115017,O
Star-181,40.85046764661207,35.23476401723109,547.2971989141203,7202.317108676197,39108.2145570224,O
Star-182,332.8897025802826,-8.182608341800819,259.28106831788324,22626.296461891634,96941.23529229651,A
Star-183,315.8421672171532,22.96045441513142,352.23903356888025,44318.56045542174,25813.417456769483,K
Star-184,92.85898597745602,15.176576146158043,189.7817396334114,47402.40504769628,65673.70078046276,O
Star-185,237.59425657230446,72.20844188837802,909.366055720292,24967.871028743877,32519.073903463064,M
Star-186,294.1999920724377,-81.81965153853758,587.5578768184592,31830.335292903263,77347.33522134749,F
Star-187,199.87229217580645,-39.42662587339854,406.8429025960035,10850.595466327535,13087.45298446891,G
Star-188,190.67420820816233,81.07406713378057,467.3857456076914,49584.9254284379,96982.10752574996,O
Star-189,87.0668247241626,70.24748110036494,947.8105062156972,13888.56996502184,45379.008759409786,F
Star-190,33.51699641012372,-7.981784498571671,161.8178890849194,47308.39338435091,23605.122729600058,B
Star-191,322.99767286319764,21.62386760427661,590.3675336966293,33533.39250264132,7349.767383326533,F
Star-192,324.150500578799,-40.071387063396116,510.8297920956213,31563.62935930638,16975.873532963564,G
Star-193,227.91652461837646,-56.138191249722965,615.3396930803013,27096.360017775904,51977.44287820691,F
Star-194,122.05072477753224,-6.534287110803212,27.929081982632102,13841.481150734659,33700.383942810986,A
Star-195,125.71544686055792,-26.396598955310495,873.40266985471,11296.817504258888,82888.35369992435,G
Star-196,261.3440443932862,15.058100133156973,932.7970996587762,13362.851826298242,43088.80927742823,K
Star-197,322.95969358292774,-76.00776534630273,569.4818517533168,11762.598320779962,24871.50238733573,B
Star-198,319.35111273544226,85.39106537990996,699.6843156381233,39640.470257637404,61714.53694590434,A
Star-199,280.7551965087446,87.51793400632852,923.2743873655228,19455.887180836315,70677.75101082289,K
Star-200,231.1313926155436,35.66910852355412,710.1662479702646,5718.605798479629,16704.274085904195,F
Star-201,30.29038739821758,6.497345941941671,161.01365248511874,48547.82361661813,16762.004866910138,G
Star-202,58.18633707406096,-34.28502906846101,580.525476565145,44537.93659328101,3667.2390262116037,B
Star-203,323.47950786974855,56.483103547250764,610.6478959190273,46604.35731017501,73640.22786636255,A
Star-204,218.31446147745237,33.25161105969827,429.8893645893622,49760.66766438246,66380.48638172774,K
Star-205,3.3109385819866732,-60.72895091791957,739.0797932684756,11173.076713315902,47463.14011189381,K
Star-206,36.529755431771555,73.96689320889165,935.0233446213247,21623.37488842496,84417.06047987481,B
Star-207,238.8606368789001,58.05670372617042,926.3128277777085,38637.20835809229,80567.03472799002,M
Star-208,1.8221701846387273,80.96398439254632,456.3309776900908,35712.96904852823,58535.477904238774,F
Star-209,57.890898510299515,40.629511509904795,122.1056653823477,10233.107597973189,86827.14122419781,B
Star-210,197.544164171971,20.414735268442175,984.9927869727112,41344.156874559034,20584.200419555822,K
Star-211,249.08227116936956,-14.716253467688603,840.5091055814747,13548.70687632305,11192.050747810847,O
Star-212,234.7060534209362,77.89112700372239,133.41605439123418,13519.427896663285,26975.03417673781,A
Star-213,80.73695140580152,65.89150011007351,921.6334637911986,28237.797875990436,5708.779900245876,B
Star-214,256.38451968511293,-81.86063938088591,871.197398441507,30868.17693756005,53116.999683150396,M
Star-215,85.40967149884803,-85.25394459049464,523.6496765548114,30264.051768377125,93660.57556892691,K
Star-216,117.14389133733638,-22.236593961951073,595.3626813874799,7299.8813576944785,3934.4501324968974,F
Star-217,268.7369058424887,55.89959954072992,405.01267683142896,44240.66054362788,12211.079190011278,K
Star-218,233.86784365699728,87.70970327669,64.21402243381102,15483.202001669186,45219.957608440694,F
Star-219,305.72042777790404,-62.924959601364925,341.8452692294419,9087.201300291796,93387.50836528874,B
Star-220,236.74064122812362,16.94352876338432,804.8249141120314,44771.15975384193,31615.678882064552,F
Star-221,204.59109720076978,-21.439645806416127,14.58570277455683,47915.62041679841,50723.530145358374,G
Star-222,33.72291641811329,84.58459160662858,340.16417997423275,43519.99801147618,4157.381747753305,G
Star-223,132.37768910139607,61.58140616442756,404.1870066550339,41047.25551206927,14834.405261888789,G
Star-224,95.47285236542116,60.89916684800481,542.0216469085436,33796.37309003402,98663.01363287239,M
Star-225,87.83627161647009,-5.63523123690535,920.6570602486329,28890.296418629547,96511.8731317349,M
Star-226,350.28379971088043,-15.332489579220267,352.88253442230166,7088.377715836276,494.0975994428681,O
Star-227,141.51518088003374,-40.78672705247288,353.4836698772654,22197.30101432284,95181.18336114535,M
Star-228,321.1367598637608,-79.85241060283312,740.1262356286509,20516.36029957876,63912.02986955625,B
Star-229,227.20990535901464,65.65002772590958,457.6957614809091,15208.42783673533,86791.84266017276,K
Star-230,286.13206927499346,56.32218164341396,232.35877471058214,37000.745343363495,45474.04008940035,K
Star-231,180.94935351786916,89.94918119150351,457.9151209713665,26306.159548702228,51559.65129832216,O
Star-232,207.68539846548927,89.39463067330297,149.44845017600187,6809.172147659453,48884.70914103399,M
Star-233,177.306369774791,9.97770700847294,184.62311664116106,13348.610491641133,66686.45906818467,F
Star-234,70.28747560729602,48.417734732491894,503.38409501208497,35113.16189200101,13965.211510505815,O
Star-235,260.0827614941419,80.05783137883704,424.7361950095024,6578.150396044109,2997.4559899088076,F
Star-236,101.0780504787081,62.936530321934065,915.697442057419,43006.72496029213,30793.06336612493,F
Star-237,8.753747915323382,-45.47734168622442,368.76996012546675,26271.886769656794,70468.10580558839,A
Star-238,232.3700265265804,-8.902055644183166,584.7824667752631,25587.569134352456,20185.425026949622,K
Star-239,63.75984458653762,-66.7513052727309,635.9416450403351,30843.165878997326,67343.27598924839,G
Star-240,338.56509036704915,81.72918490657003,22.9635120224503,41760.00539848201,96991.20761952242,M
Star-241,343.41428772093144,19.11143420115841,666.9019982965435,19347.032771403072,9390.16218887026,F
Star-242,329.35118047936146,-48.84429500937671,186.25560720105392,34866.75917027599,67260.2445623008,A
Star-243,133.25713209196,30.90612319305421,961.4596142947606,29589.40230780218,44375.07755543518,K
Star-244,5.564381950392274,21.26308328242125,157.17610047558182,15550.328697962803,86814.23862352509,G
Star-245,334.1946825315811,-25.53071075408871,420.4778824897535,44295.609358692425,17715.061229759645,F
Star-246,154.14629339423317,-69.55963340406677,94.49617139785742,40479.02301552562,69262.62596002122,F
Star-247,347.995734855721,30.88317520670393,996.9055093274878,33947.236228946,83811.54515328206,O
Star-248,346.903191752131,3.6553861626827944,507.17306022793014,42977.34126742937,94461.42748598037,O
Star-249,307.0834039682496,49.01731051241508,599.4311671468433,43762.82744511071,68324.83450416174,K
Star-250,106.00160114505084,3.6294302001588097,76.4057126145432,36293.059905606635,49717.526683366326,G
Star-251,138.6351822966931,63.39267005733722,752.460865695186,42339.626433092584,61784.762235397364,F
Star-252,306.4092017460685,9.343230979407398,217.8065371646299,35781.15869845633,86890.51155737336,K
Star-253,114.09192185625996,10.96883487636953,899.0737465463067,34966.61627273412,57061.0176029083,K
Star-254,61.017388806993296,67.7976484785021,213.08824407718708,32074.734776113663,3038.802930977716,B
Star-255,200.44845448500607,-17.373084081768532,198.7808434570299,38377.68205920914,93094.87645582823,M
Star-256,337.01571869788114,-65.87725887888467,46.18417116961393,10454.439948774463,68952.70615048101,O
Star-257,250.5707268029903,-84.81911826359898,477.34627565889923,44400.92568234964,67651.37092638607,G
Star-258,205.2220212321714,45.92470602125142,569.1927219299903,43976.6458040259,21567.593672256477,F
Star-259,34.983537757476675,21.65571924362364,75.05155303406885,4374.62230262428,65888.5811347187,K
Star-260,221.4026016117011,36.734358257860244,777.7723405280605,41813.38727654384,39386.50117897528,F
Star-261,356.41938603753476,-51.66645092839607,458.7559464005473,9056.883771251923,65123.3325808515,B
Star-262,50.43024548514865,-65.45313439438144,529.1463666343043,18750.586150179668,10659.39237149604,G
Star-263,186.59867485094523,-87.38196017978126,446.3551194688459,37944.888045705564,65784.56467577314,K
Star-264,315.85430589406394,-26.894239414812546,406.7554302665727,10555.715114270486,99941.37263569408,F
Star-265,266.6767023915136,16.185183633833955,564.0439279951357,41444.45013359592,4821.299064851716,O
Star-266,250.92566675829647,-19.396071882048183,163.6878434714054,42110.30636401387,97717.4207047133,M
Star-267,252.89427023535933,-11.254514035728768,190.1088491903184,26850.9834867593,40690.85538149098,B
Star-268,129.41681443911187,72.74856500887472,863.1677648033822,3300.135970691178,87075.35795838088,G
Star-269,105.69306393521761,-27.314015935805937,946.6543075122964,16490.7922592209,78238.57016727893,B
Star-270,291.3700159722649,2.5181080487659435,379.5762231169554,31995.565163659885,56701.66939704068,O
Star-271,291.6408220845051,51.05754229340575,278.03722641211823,49115.7503672889,73844.94708021173,G
Star-272,312.14603468883735,-18.62229918217137,647.5595478066256,32695.235769783412,87851.56827857865,B
Star-273,328.76659892032967,21.97560604101723,414.6468293871154,15210.76831001551,40414.09175107113,A
Star-274,184.08326358993762,65.22546757441413,35.13249210374141,32798.26804568173,32703.38345300771,O
Star-275,180.54586608739186,80.91371225837558,164.59107139252845,28379.312846645207,66759.3717970199,O
Star-276,287.38626442803906,-63.52677343277317,718.8125065589236,39652.73357210375,80784.61340953167,O
Star-277,233.98701507999544,76.78577252906899,662.3347024910498,8028.090024867045,76228.5372491481,A
Star-278,252.70807581277322,-1.4190672456831255,36.825032578448656,38768.311417595316,79781.38510449856,A
Star-279,286.4853609969964,-43.516010106187494,229.75244031361996,28439.52919777718,43558.38792296182,F
Star-280,320.40192305432385,-7.355563877112965,238.76404862219067,48260.62418137275,81783.43983408053,K
Star-281,121.6782564665529,86.40586355138586,675.1738161627411,19067.991803818248,12020.993516155306,M
Star-282,135.20986295037986,-1.3287430812834722,29.513432376820514,32733.228977295563,54448.95534717516,B
Star-283,33.83349834271284,-30.82471014824852,113.06749616472811,46805.32095897082,575.9654739461072,F
Star-284,208.18085075862263,24.01215377701064,801.9169245194574,7817.957215561925,32458.650531444036,B
Star-285,12.93921856682715,-46.77378861992525,186.75921543379027,47049.7389001132,36646.2168409863,M
Star-286,167.61528652768567,-76.3446009404405,656.218646773356,35330.62894813823,39617.32954365638,K
Star-287,195.35206849472758,-66.80165005608313,245.80095323625926,6188.341777943079,69546.75112226554,A
Star-288,103.15485076618239,-66.95174898760096,108.44697883175171,17145.287646500365,38855.871271224445,K
Star-289,212.69997380484386,-62.65751516778702,250.74046908945954,36284.088166328234,44869.4173928908,A
Star-290,10.980089978057794,-65.01110892310618,725.0442625371026,6165.47826903227,23754.489333019657,M
Star-291,13.44534794971719,25.35745406457863,857.1395034252229,30362.011628284843,37325.241837754846,K
Star-292,296.13620183747696,-57.261584808153934,831.9176659213217,19256.503676788965,22727.03999935242,F
