planet_name,star_name,planet_radius,planet_mass,orbital_period,star_temperature,habitable_zone
Exo-60,Star-647,18.34666768871637,3.8551264140169335,219.86500102827964,4594.8969228017695,True
Exo-61,Star-21,9.125868479756537,7.46807155324856,362.6884533771551,9831.935947191547,True
Exo-62,Star-841,5.175853503569363,2.1352401029188113,297.0460455067792,7671.452786324999,True
Exo-63,Star-167,2.330529156585189,7.899119898273475,325.4967987508535,3072.9938957818213,False
Exo-64,Star-274,4.065886943592493,6.076843164128376,240.16018535956735,4787.8943927965365,False
Exo-65,Star-388,18.72497294812434,1.2312462705513088,308.25526894917914,4824.993099439415,True
Exo-66,Star-601,12.946276579945332,4.203595383615914,165.17970146951643,3484.7801440010194,False
Exo-67,Star-316,10.57557701981805,8.648829592068275,235.62111375563586,9718.785626531502,True
Exo-68,Star-14,13.313670905753254,9.237306294805,372.39525373188286,6347.787062031466,False
Exo-69,Star-242,8.995621524218876,4.7104312109562505,436.04455670758745,9270.702181603174,False
Exo-70,Star-777,14.735766672955462,4.860286083081828,217.39401164423805,5255.508524112399,True
Exo-71,Star-346,1.4304644899871515,9.192701776899082,22.787167195973232,3876.6349930297897,True
Exo-72,Star-565,11.537725604634488,5.911975418952016,81.67459952925452,6320.352769343497,True
Exo-73,Star-898,3.593605729028575,0.4251820354100397,11.409708506477513,3797.69644300022,False
Exo-74,Star-340,2.8432106322100226,9.136219682503375,326.97824659942773,6402.108520842779,True
Exo-75,Star-92,7.166653500969831,2.5574417832958036,166.82499805219936,9442.080268535854,False
Exo-76,Star-367,2.2900817833621168,5.818556345506318,271.6968392239644,6645.376992839489,True
Exo-77,Star-956,2.336061271236922,1.7385818425369408,247.14514654511598,7315.498088265585,False
Exo-78,Star-455,6.572559533130237,0.4354036864412904,41.681718286660924,4096.469058816658,False
Exo-79,Star-428,19.600455308119418,3.1835843942142983,202.22741920079207,3306.1493811597866,True
Exo-80,Star-509,3.9189402628421015,7.826907504706268,111.06000133623931,3775.655735258649,False
Exo-81,Star-776,0.8346414857191295,2.8481130090312394,209.7814945451587,7189.721029790559,False
Exo-82,Star-943,15.385606248576263,2.278962419402861,102.58556189077909,3665.0818929461325,True
Exo-83,Star-35,16.2348030524902,2.2055397649781403,420.3857507321898,5631.95022958918,False
Exo-84,Star-206,7.252934261243316,5.200219455827445,87.92247495254857,6850.643583207092,True
Exo-85,Star-81,9.561139352322423,9.757859025259288,480.42949519200147,5720.569590408929,True
Exo-86,Star-932,13.170586811533886,4.64399098136843,208.53777570732345,4145.786610257111,True
Exo-87,Star-562,1.4371490218421576,5.617323152011474,423.2764007175056,4916.539152598745,True
Exo-88,Star-872,19.008341766032025,8.620256977118267,314.7536442847666,9498.222729940038,False
Exo-89,Star-388,17.790267552311928,5.397190217443221,367.9397990342106,7731.875929104488,False
Exo-90,Star-2,5.587425655163422,1.9261824270466754,384.09422014532333,6472.334870759206,False
Exo-91,Star-390,0.7984385356625026,3.065999526488123,252.91759606461588,3089.0042299082547,True
Exo-92,Star-566,18.702008007549917,3.168375570059248,272.1069611582809,9946.907803426291,False
Exo-93,Star-106,10.270277736347555,4.033449343030219,257.48393803655375,7700.184544262503,False
Exo-94,Star-772,11.01786024380122,4.3252101628338195,294.4411306669495,5218.457341414614,True
Exo-95,Star-822,13.837293503263751,8.017842018535267,15.667828432497139,9154.880619984868,True
Exo-96,Star-477,12.50909770560332,3.5589312905883967,198.36206975465862,4809.021342042726,False
Exo-97,Star-703,18.905886288934763,4.735495101569656,303.4881680670246,6808.116054279261,True
Exo-98,Star-402,18.912906143940763,6.287262271805417,299.2640590626763,7452.495346108775,True
Exo-99,Star-730,17.410379204322574,3.839486879657676,396.68509120821017,4547.4436001761,True
Exo-100,Star-556,12.90987015019722,8.381991651594095,327.84966007722215,9848.78095160417,True
Exo-101,Star-162,16.118511246306795,5.915790681917336,496.0745248539955,8237.343341852982,False
Exo-102,Star-202,13.704782676468144,3.0110423242876183,142.64340977571388,6904.692578577489,True
Exo-103,Star-958,11.6806573126027,7.1691860779193,180.2163638034495,4264.162187227106,True
Exo-104,Star-996,3.0057568880612484,5.32371252843338,192.53972878203035,3377.0074489861827,True
Exo-105,Star-270,16.31848144635206,5.391113323446745,233.44059070310402,5240.418827646884,True
Exo-106,Star-863,16.50246977700713,4.862770689037101,418.1630338268235,8272.31135139382,True
Exo-107,Star-816,12.70582356698067,5.020418293330366,118.66025488564571,4885.319088114175,True
Exo-108,Star-271,16.498323453539726,7.677027182555783,388.2241033106793,6776.893543468535,True
Exo-109,Star-456,13.203953051226865,1.1195166453800236,203.24978135978597,8095.630237115202,True
Exo-110,Star-462,4.5303450175965345,3.4101918319737736,301.3258364473422,3755.6060025252505,False
Exo-111,Star-727,5.842241982762109,0.8474833016585034,316.6377260799267,7797.086112811114,True
Exo-112,Star-252,4.684487834313296,7.557137585399763,187.0514699572783,3643.096213970313,False
Exo-113,Star-702,7.856552122945529,2.7957883617309647,256.7949873976968,9755.908194888976,True
Exo-114,Star-296,1.2597810800495557,8.984561057206955,207.1025561492008,6418.758910454577,True
Exo-115,Star-725,12.55595074458891,5.3131268199270085,35.4972603071231,4054.732753969142,True
Exo-116,Star-720,7.062807190330167,8.027422737712598,219.14552901959644,5396.685452234826,True
Exo-117,Star-749,13.286591389924473,9.791421212598015,49.59930288422253,5893.9151450668305,False
Exo-118,Star-338,8.015234108828519,8.413909708620048,203.10537874108044,8307.295077535762,True
Exo-119,Star-879,13.7914665449694,8.683238224114083,296.86628151605913,8203.966502536265,True
Exo-120,Star-53,7.142179104552681,4.139046504111962,290.12803477240686,7283.583537361317,False
Exo-121,Star-792,5.583543300600111,5.5620536930674636,331.6480182251519,3741.5149879094506,False
Exo-122,Star-922,10.17273035872142,2.6134967840287127,48.535492469358516,4060.985601113715,True
Exo-123,Star-217,14.011361994492818,2.041519686965183,326.4094995196885,3656.2984445188963,False
Exo-124,Star-764,7.2925637868373485,5.104528003149735,156.7618802915271,7040.209483012851,False
Exo-125,Star-188,18.764638961186293,5.990984899034164,200.12392712241842,9139.969090579827,False
Exo-126,Star-380,1.2641333701751019,3.4587853343722905,429.1351407074302,6036.603585783402,True
Exo-127,Star-493,8.649947618453785,5.737490825858654,5.506171660645576,4125.937217704223,True
Exo-128,Star-41,19.367820754644825,8.88585877688368,294.6179040369621,6906.296276042769,True
Exo-129,Star-157,11.185451723337703,5.611543689355324,299.7582760699537,8682.265518059969,False
Exo-130,Star-15,8.757683375008313,7.236049653474016,198.93322839543742,8191.98443059051,True
Exo-131,Star-813,11.586145533124187,8.07261817684326,119.27690069705976,9170.15545772515,False
Exo-132,Star-65,11.73052921753265,9.888414941358883,118.102345092514,4945.314680742074,True
Exo-133,Star-857,14.767131228342985,6.071654281552098,441.97112516071553,4357.677070874424,True
Exo-134,Star-839,2.989949723738079,8.087816474729602,221.5701625176459,9158.71540159357,False
Exo-135,Star-521,5.375320759714041,9.630228253693259,166.1137921315968,7602.922189446162,True
Exo-136,Star-344,11.820608240706242,9.449656283215008,224.9400093418701,5176.502510052879,False
Exo-137,Star-129,17.40877384058958,1.4967103028993645,335.0258103282213,8196.436354007565,False
Exo-138,Star-648,11.456400496803585,4.1232838519078685,73.7325275541311,8705.828691362574,True
Exo-139,Star-472,5.152638765911633,3.3075016049573165,225.26748377165512,7304.847682387926,False
Exo-140,Star-63,13.756973208054793,0.9605576480084583,294.35430118408306,7815.188769159406,True
Exo-141,Star-139,14.928220828723804,6.36908367161851,474.34309407086545,5626.819331098664,True
Exo-142,Star-499,5.145604971877599,7.3854556706404235,127.01136325563421,6770.869671401274,False
Exo-143,Star-593,7.86571328043775,8.496468145122147,180.26612321020653,6669.114195083136,True
Exo-144,Star-392,10.919385733845987,1.3154912076608143,190.29993637128948,8936.334537915403,False
Exo-145,Star-675,10.182943218320014,8.776796351165409,303.1635406647965,8879.747861975278,True
Exo-146,Star-419,8.097552681274468,6.464963079781107,179.00929446696082,8828.763285429302,True
Exo-147,Star-289,6.303885902931562,7.0690667378712435,267.2224507245481,3077.2212998372606,True
Exo-148,Star-379,2.449705299656336,9.11517763504901,391.1133745926697,8246.818391282217,True
Exo-149,Star-773,1.5429632865736935,6.285136583328186,352.9874114619896,8310.734730777034,True
Exo-150,Star-490,19.191559189222367,3.4250719857833674,223.7379546097802,7748.651759985993,False
Exo-151,Star-231,17.019291309864002,8.268562581084332,432.2438726594103,8293.852605240168,False
Exo-152,Star-41,7.420651214023052,3.6942862007313964,279.5119845473376,8893.792600476962,False
Exo-153,Star-28,19.1576172599659,0.4388582971232383,270.413013911604,6292.2333787125,False
Exo-154,Star-135,13.697013136273915,8.323479614995973,18.05969520363993,6514.35149441913,False
Exo-155,Star-201,9.909158518031528,3.5174022343246283,493.35979719822365,3872.9983983797333,False
Exo-156,Star-840,10.114000326550197,7.760961779693269,62.36243345628373,5697.631181331532,True
Exo-157,Star-780,2.124046018307563,3.69130315719286,116.33432530139565,7503.556259382491,True
Exo-158,Star-930,2.288230871540381,8.624573397749744,26.796721783521953,8462.798433030921,False
Exo-159,Star-33,12.247598055071819,2.273154198301491,320.36148045161997,4520.463683838474,False
Exo-160,Star-48,11.297209520743115,9.748017925468812,113.12588730936731,3964.760294114648,True
Exo-161,Star-503,4.6481939529724645,7.819611870401505,90.82520829888902,7641.294031503446,True
Exo-162,Star-407,18.950793586192958,1.2309554666119287,45.189236527397455,3013.1591846743745,True
Exo-163,Star-574,15.73527298418845,5.701188537668949,52.55116960488382,4248.608090151309,False
Exo-164,Star-728,2.7125597393402363,9.855136391193174,292.7506795208518,3203.499662407676,False
Exo-165,Star-805,18.653117560902206,4.763547981668762,344.41572506743114,4168.195824984096,False
Exo-166,Star-99,19.497840066421,1.9028606743336742,199.2921152437361,4269.234959478536,True
Exo-167,Star-684,19.920659219591418,4.899305834788427,240.46864371444454,5713.715163252759,True
Exo-168,Star-872,1.589487516208326,5.173330793231024,343.2979002555091,5816.289872805892,False
Exo-169,Star-726,14.872193357424672,7.442700747863789,9.67251530255434,9119.837294271665,False
Exo-170,Star-987,11.145357518217285,7.018573946292954,162.242197878069,6570.767987491777,True
Exo-171,Star-547,14.263713935634543,4.085245431610107,486.5757762871029,8063.8333592860035,True
Exo-172,Star-961,19.38871290749563,2.258428764191456,290.47600261803854,3728.961505442012,True
Exo-173,Star-739,13.916585198413262,6.486036260916362,127.85806536884914,4578.0712882458565,True
Exo-174,Star-613,16.82079554762879,4.27486895207749,261.3432932714704,7920.604086850737,False
Exo-175,Star-943,17.403939753561406,1.409534490140771,171.98409057233675,3369.6277232796965,True
Exo-176,Star-462,16.85037489339771,9.015665782240218,266.59024942432325,6406.183635706272,True
Exo-177,Star-643,8.808783763415352,6.943096390335579,63.74501439151776,7195.582759640537,True
Exo-178,Star-769,4.840240142635095,6.863520178810266,67.22461225581941,7215.019508367367,False
Exo-179,Star-5,8.234706238107911,8.243580371525573,72.62763865765703,3160.5296788762944,False
Exo-180,Star-218,17.891989721147144,5.343650618685303,469.97007617149404,5254.756029604298,True
Exo-181,Star-503,3.358794022994497,8.169038841184326,366.71656025232954,7455.434557344078,True
Exo-182,Star-767,10.509860289501662,5.031098459758957,82.02856543649813,4042.998153044704,True
Exo-183,Star-398,5.047947412278292,0.7650364591655299,94.98619279903512,7867.909538296372,False
Exo-184,Star-871,11.835455635922255,4.111956071474118,365.6839079605673,8221.476461695722,False
Exo-185,Star-795,17.331201178785577,5.0249024504009165,78.92575855129479,9873.784333123018,False
Exo-186,Star-393,17.667019388449127,7.2300055581597285,118.04608537407951,4468.893963994866,True
Exo-187,Star-207,5.115361276800535,1.1551294282738762,481.7100695773791,8775.914673662806,False
Exo-188,Star-15,18.200027273796653,1.4861835327384452,128.39795583948748,6642.076038430579,True
Exo-189,Star-858,12.041830407015045,2.7104696460827027,331.1545428352022,5614.238173009214,True
Exo-190,Star-554,7.329255810656114,2.738334094371734,489.3370124128647,3856.6373012762456,True
Exo-191,Star-892,14.309533313872397,7.348627326744718,187.77408680275653,8148.539245412763,False
Exo-192,Star-461,9.892506265300248,2.582233539559818,9.740479440169056,4651.00319400581,True
Exo-193,Star-691,7.870758007383962,6.367670827238731,122.82949792076475,5599.95401311132,False
Exo-194,Star-575,14.249145103784867,4.993311116368887,415.60771847951105,3437.795588281579,False
Exo-195,Star-864,5.350121011390615,5.775614343976066,432.43980914156333,8609.568410736632,True
Exo-196,Star-743,6.939924315872421,8.397258935465128,384.4911628973718,8366.119667801504,True
Exo-197,Star-241,8.971810967521291,4.103376865335341,57.44179971920994,8135.310810296187,False
Exo-198,Star-564,5.446802390526205,7.732022632936278,397.9596754765052,5096.104573443206,True
Exo-199,Star-96,8.401440692237633,4.278156989551805,459.42022069975866,4214.360519861701,False
Exo-200,Star-900,11.643723991497708,3.6033266279563696,300.7041617305718,7462.872851291609,True
Exo-201,Star-734,14.948990287758033,9.590409055400883,470.49680281269434,6473.164688792536,False
Exo-202,Star-485,15.46029963561715,1.925272114721736,413.5926029722268,4247.767268332491,False
Exo-203,Star-407,16.544411861595517,0.994335909718318,333.81878697846275,7801.378897349046,False
Exo-204,Star-231,15.012127310394309,7.732760662801238,289.0154331191623,9937.885022749126,False
Exo-205,Star-749,13.780268828389726,0.7756720830055067,174.93825995374326,8230.537114194263,True
Exo-206,Star-655,5.131376190203164,8.387082007959991,80.48443517615976,8179.904706799282,True
Exo-207,Star-171,8.304346411004484,4.428214623936711,302.8720074225799,9652.189270514142,False
Exo-208,Star-541,9.81544037216444,9.163585405189949,159.7376652554416,4420.554573024316,False
Exo-209,Star-36,2.116380773020407,7.243175325106866,433.3528950962951,6958.849754450082,True
Exo-210,Star-525,10.803217365295579,6.14300620337878,496.6751317419556,9857.527005237183,True
Exo-211,Star-160,9.00854871632784,9.498137290871881,376.4614535451707,4157.058776791222,True
Exo-212,Star-839,16.141130356021314,4.026828793215338,46.150365948238324,7901.763716111647,True
Exo-213,Star-699,19.569063040708283,9.545460671742367,145.05411216978843,7100.671021803314,True
Exo-214,Star-243,11.342098253530398,1.4365126464699487,55.445706251109115,7105.353645320949,True
Exo-215,Star-86,6.792384571412882,4.889173925130886,325.6053122480662,7883.694392640526,False
Exo-216,Star-796,1.346315274314369,2.7721211016827296,382.8302414133365,9507.318460129789,True
Exo-217,Star-578,18.530544939360123,5.444443511191115,462.9117406094752,8478.073578959365,True
Exo-218,Star-682,18.42275644793386,1.7039373911266877,219.64800085958183,3392.95272391347,False
Exo-219,Star-557,5.433308275790202,8.43114363706943,450.7864491446337,8969.096139129979,True
Exo-220,Star-574,14.060516900579627,8.479437708214117,439.06768836162246,4578.789309480128,True
Exo-221,Star-953,1.9709736682505006,9.556839495962443,159.2806626659339,5638.3991531546035,True
Exo-222,Star-646,3.741200922230432,1.6312541947440387,434.58141214474495,6232.129695286675,True
Exo-223,Star-796,4.727777578436578,6.270992253959409,188.46045368898152,6366.342005271487,True
Exo-224,Star-28,6.242631963368883,4.794949356133659,149.1377680055801,6046.262794787497,False
Exo-225,Star-620,19.91871181307273,3.509398947237909,324.88825473840217,9561.47305951105,True
Exo-226,Star-556,14.090038589344388,3.5802475952287662,164.86223271465545,7942.133053648172,False
Exo-227,Star-340,7.991935711894788,4.186656151006847,315.47416541624295,7418.194521696944,False
Exo-228,Star-798,14.873463763938876,7.078762941920635,305.30607094384857,3348.894194480591,True
Exo-229,Star-958,18.347459662547575,6.023031976854731,282.1560247468809,9327.393311822623,False
Exo-230,Star-331,19.194696944453,4.650846976335198,190.82943241216606,9365.731344058773,True
Exo-231,Star-640,1.6283460062752941,0.8517407626592587,274.7013611040869,8461.491444010717,False
Exo-232,Star-506,8.193175072858532,0.8698769063816751,298.6462520177254,3049.204426695334,False
Exo-233,Star-348,2.5817432857497455,0.12315996719520478,273.29775735924125,3400.9617575433635,True
Exo-234,Star-473,7.045371263540782,9.680223943250157,222.76530692284956,4576.565915879428,True
Exo-235,Star-231,3.8087581259635277,0.15201280372801065,8.318861466085641,3919.445857014347,True
Exo-236,Star-190,13.113543052540114,1.1206280855360744,293.9437921428743,5791.8522079261065,True
Exo-237,Star-225,8.071233487802507,3.214505912413168,85.0537481862171,9458.361406614527,True
Exo-238,Star-385,4.973197541246519,8.093559492985936,321.6454085046476,6304.423039378988,False
Exo-239,Star-377,5.68578953680266,9.624777979064765,379.91281963351014,3093.8183850251594,False
Exo-240,Star-283,7.526729356502731,7.921134232039376,250.72220925624,4979.219827051334,False
Exo-241,Star-958,5.569022325658122,6.936546301211842,271.63946882488943,3312.1643586107307,False
Exo-242,Star-633,9.338196513162206,5.260876607394337,475.7878012733296,3254.013358294515,False
Exo-243,Star-628,1.1301610466381842,0.9583815974356178,423.73651332491454,4930.038971668866,False
Exo-244,Star-973,5.955388389794441,9.585890850738911,457.2040214597835,4929.286370752618,False
Exo-245,Star-745,8.518531057007632,7.608084898062247,407.06937787147365,8509.886218211228,True
Exo-246,Star-259,12.25424669945432,6.425598914809192,55.35025258151899,9823.842569467783,True
Exo-247,Star-359,5.783674029045033,7.614454870834614,75.34693612912716,5598.449657229988,False
Exo-248,Star-710,3.097109941863119,7.268622959804072,263.7852748372108,6002.20815202727,False
Exo-249,Star-456,1.9859074021836813,6.40859263991592,123.78875974020113,8913.52605400215,True
Exo-250,Star-411,18.840370629139976,9.807710321781883,238.87104204553842,4876.973140668593,True
Exo-251,Star-649,8.624461625900345,9.043301745096647,197.78829658535676,4094.6726308241355,True
Exo-252,Star-318,11.832671113026112,6.5019826992599175,275.1577049767962,8971.627363825553,True
Exo-253,Star-677,18.423942760793413,6.962434593423555,373.6909823517755,3325.5041050804584,False
Exo-254,Star-225,2.1135941906884694,0.610798485921229,358.02996264253795,7337.89608139591,True
Exo-255,Star-819,17.594898975552958,6.732182899045388,261.09583211018185,6933.9499322676475,False
Exo-256,Star-234,11.255963514609366,0.5372378333299918,411.374315989712,5421.443132511859,False
Exo-257,Star-684,3.7142680921715185,5.923811194002318,216.00018367747865,5206.326647681512,False
Exo-258,Star-664,8.519474773414697,9.993599645701766,448.4604306302211,8403.00408327135,True
Exo-259,Star-975,15.663244532836899,5.602485156228079,36.56885475752679,3604.9722753378255,True
Exo-260,Star-827,9.867216596393916,4.7847801690052005,477.37535498662044,4657.490165179698,False
Exo-261,Star-374,19.713077987977336,3.1972630794053165,327.6918476342427,8127.141122866628,False
Exo-262,Star-672,7.846409913789845,1.293173529985998,190.65717995966543,6838.244086084969,False
Exo-263,Star-608,15.116776849533405,7.337134347436988,99.37990915986579,3895.917459735105,True
Exo-264,Star-472,8.163294255087752,2.0067303750777414,240.11243149235636,9174.949299974422,False
Exo-265,Star-233,16.66870230377703,1.2412920103481153,98.08460326946519,5754.134925945141,True
Exo-266,Star-692,11.597088648732079,4.275450331332074,83.99947226382794,8795.07862725521,False
Exo-267,Star-113,1.7384806770050263,7.973884195795065,309.0585269490741,8513.991108693961,False
Exo-268,Star-830,1.218026418901832,7.476139026390182,262.01927756631056,7370.9781253020965,False
Exo-269,Star-497,3.110116316612347,0.6433378850001018,335.37792127085993,6461.367919065651,True
Exo-270,Star-442,0.766603314126447,4.605922481857945,464.8733328335726,9856.855882672298,True
Exo-271,Star-564,1.9695016768730151,5.272102303104573,266.59784645618106,4014.7555066587192,False
Exo-272,Star-268,13.988430744793785,6.48101184119564,290.8850945781361,8076.090092857804,True
Exo-273,Star-510,10.91975236307453,6.536656769387959,45.72354323831612,4338.334910253523,False
Exo-274,Star-807,15.12325961466445,3.710502769627328,359.10025716840613,5367.841737326438,True
Exo-275,Star-386,18.306732169024034,5.650704220634789,200.55269819527393,5160.891203612367,True
Exo-276,Star-387,11.910415880346703,4.8625126500564555,488.38589409262687,9629.251914171062,True
Exo-277,Star-113,14.659356459401037,8.861483729580483,411.7638337822345,9771.493244517926,False
Exo-278,Star-613,15.26308343982789,5.349624813085512,261.71803921754304,4281.10810964309,True
Exo-279,Star-625,7.8680857108778355,4.4662184013068,62.488104431910855,3154.2461220825294,True
Exo-280,Star-952,5.201154230427821,4.104405951850323,429.848480847014,8040.056277641792,False
Exo-281,Star-81,4.498383905877236,5.767034818391311,400.0907666165868,5925.9295370933905,False
Exo-282,Star-699,5.40312757048007,8.059372096068886,93.10797963897946,3621.8817156129508,False
Exo-283,Star-113,5.857270042005221,5.430174754769797,148.34386632093472,7786.278739039298,False
Exo-284,Star-2,4.540939155657101,6.650386233297361,396.9102218157708,6815.738697824898,True
Exo-285,Star-642,17.62530301584425,7.404772092374598,93.42899482715742,9863.617754007742,True
Exo-286,Star-220,15.26148307735846,5.249664287799446,458.95849209651726,4591.8664710296525,True
Exo-287,Star-566,1.4144811219287885,4.325488860883158,212.83918517298457,5827.845134285838,True
Exo-288,Star-855,5.739113399493493,8.77898724083825,44.43244233124166,6797.820623767961,True
Exo-289,Star-997,0.9326024695908818,4.233310231876132,408.05857310863615,8541.899919173462,False
Exo-290,Star-736,10.214221139594912,4.673234220698317,187.38133183615543,6841.870597040411,True
Exo-291,Star-225,9.786108587385776,9.904379002083594,263.72309788273674,7290.301126033644,True
Exo-292,Star-385,16.711744056218773,0.10235148340125734,57.03986786119837,4583.029361129586,True
Exo-293,Star-403,6.501656175535464,1.9361818048095525,2.2894234076462103,8928.43109661992,False
Exo-294,Star-638,16.419521836654717,3.901242510205285,319.35461769085555,6000.41382879333,False
Exo-295,Star-130,19.37548842607655,9.332640103310004,258.0724099965321,3986.717392652385,True
Exo-296,Star-53,2.2239603556301084,0.7932940868999632,297.17574599245046,7649.315401537921,False
Exo-297,Star-684,15.940447869657842,0.19390579292213095,397.07818133987763,4512.633172297153,False
Exo-298,Star-730,12.004139994183904,0.621569976174563,323.6563507980072,3682.9375716750983,False
Exo-299,Star-672,9.860896356860264,0.9765797650748197,88.2119479708612,9033.908358829905,False
Exo-300,Star-710,8.700447683968964,0.47220805474198263,181.0254870361893,6221.135851419078,False
Exo-301,Star-416,15.801031146914037,4.849835135879397,453.0396612890924,8244.985988870434,False
Exo-302,Star-247,12.967546460997726,5.8494963515505445,385.2024054255878,5034.112918644486,False
Exo-303,Star-836,16.198371016627558,2.7897010135831404,278.7618919104219,8508.790944423665,True
Exo-304,Star-439,18.111445644194212,4.043045101358793,128.56685390682688,3783.5514891507123,True
